datasetTitle,source
"IDA Statement of Income, FY2010",1
"IDA Statement of Voting Power and Subscriptions and Contributions as of June 30, 2011",1
"If a generator is used, average proportion of electricity from a generator (%)",1
"If the establishment pays for security, average security costs (% of annual sales)",1
"If there were losses, average losses due to theft and vandalism (% of annual sales)",1
"If there were outages, average duration of a typical electrical outage (hours)",1
"If there were visits, average number of visits or required meetings with tax officials",1
"IFC, private nonguaranteed (NFL, current US$)",1
"IMF charges (INT, current US$)",1
"IMF purchases (DIS, current US$)",1
"IMF repurchases (AMT, current US$)",1
"IMF repurchases and charges (TDS, current US$)",1
"Immunization, BCG (% of one-year-old children)",1
"Immunization, DPT (% of children ages 12-23 months)",1
"Immunization, HepB3 (% of one-year-old children)",1
"Immunization, Hib3 (% of children ages 12-23 months)",1
"Immunization, measles (% of children ages 12-23 months)",1
"Immunization, Pol3 (% of one-year-old children)",1
Import price index (goods and services 2000=100),1
"Import price index, (nonfactor) services",1
Import product concentration index,1
Import product diversification index,1
Import value index (2000 = 100),1
Import volume index (2000 = 100),1
"Import volume index, (nonfactor) services",1
"Import volume index, capital goods",1
"Import volume index, food",1
"Import volume index, intermediate goods",1
"Import volume index, manufactures",1
"Import volume index, other consumer goods",1
"Import volume index, POL and other energy",1
"Import volume index, primary goods",1
"Imports GNFS deflator, LCU",1
"Imports GNFS, BOP, constant US$, millions",1
"Imports GNFS, BOP, current US$, millions",1
"Imports GNFS, BOP, deflator, US$",1
"Imports GNFS, constant LCU, millions",1
"Imports GNFS, constant US$, millions",1
"Imports GNFS, current LCU, millions",1
"Imports GNFS, current US$, millions",1
"Imports Merchandise, BOP, constant US$, millions",1
"Imports Merchandise, BOP, current US$, millions",1
"Imports Merchandise, BOP, deflator, US$",1
"Imports Merchandise, Customs, constant US$, millions",1
"Imports Merchandise, Customs, constant US$, millions, seas. adj.",1
"Imports Merchandise, Customs, current US$, millions",1
"Imports Merchandise, Customs, current US$, millions, seas. adj.",1
"Imports Merchandise, Customs, Price, US$",1
"Imports Merchandise, Customs, Price, US$, seas. adj.",1
Imports of goods and services (% of GDP),1
Imports of goods and services (annual % growth),1
"Imports of goods and services (BoP, current US$)",1
Imports of goods and services (constant 2000 US$),1
Imports of goods and services (constant 2005 US$),1
Imports of goods and services (constant LCU),1
Imports of goods and services (current LCU),1
Imports of goods and services (current US$),1
"Imports of goods, services and income (BoP, current US$)",1
"Imports of goods, services and primary income (BoP, current US$)",1
"Imports of total services (Debit, current US$)",1
"Imports Other, BOP, current US$, millions",1
"Imports Services, BOP, constant US$, millions",1
"Imports Services, BOP, current US$, millions",1
"Imports Services, BOP, deflator, US$",1
"Imports, GNFS (implicit price deflator constant 2005 USD)",1
Improved sanitation facilities (% of population with access),1
"Improved sanitation facilities, rural (% of rural population with access)",1
"Improved sanitation facilities, urban (% of urban population with access)",1
Improved water source (% of population with access),1
"Improved water source, rural (% of rural population with access)",1
"Improved water source, urban (% of urban population with access)",1
Inbound mobility rate. Total,1
Incidence of Graft index,1
"Incidence of tuberculosis (per 100,000 people)",1
"Incidence of tuberculosis, high uncertainty bound (per 100,000 people)",1
"Incidence of tuberculosis, low uncertainty bound (per 100,000 people)",1
"Income payments (BoP, current US$)",1
"Income receipts (BoP, current US$)",1
Income share held by fourth 20%,1
Income share held by highest 10%,1
Income share held by highest 20%,1
Income share held by lowest 10%,1
Income share held by lowest 20%,1
Income share held by second 20%,1
Income share held by third 20%,1
Indirect taxes (current LCU),1
Indirect taxes (current US$),1
Indirect taxes less subsidies (current LCU),1
Industrial methane emissions (% of total),1
Industrial nitrous oxide emissions (% of total),1
Industrial nitrous oxide emissions (thousand metric tons of CO2 equivalent),1
"Industrial Production, constant US$",1
"Industrial Production, constant US$, seas. adj.",1
"Industry, value added (% of GDP)",1
"Industry, value added (annual % growth)",1
"Industry, value added (constant 2000 US$)",1
"Industry, value added (constant 2005 US$)",1
"Industry, value added (constant LCU)",1
"Industry, value added (current LCU)",1
"Industry, value added (current US$)",1
"Inflation, consumer prices (annual %)",1
"Inflation, GDP deflator (annual %)",1
"Informal employment, female (% of total nonagricultural employment)",1
"Informal employment, male (% of total nonagricultural employment)",1
Informal payments to public officials (% of firms),1
Information and communication technology expenditure (% of GDP),1
Information and communication technology expenditure (current US$),1
Information and communication technology expenditure per capita (current US$),1
Innovation and sophistication factors (weighted index 11th pillar to 12 th pillar),1
Inpatient admission rate (% of population ),1
Institutionalized autocracy,1
Institutionalized democracy,1
Insurance and financial services (% of commercial service exports),1
Insurance and financial services (% of commercial service imports),1
"Insurance and financial services (% of service exports, BoP)",1
"Insurance and financial services (% of service imports, BoP)",1
Insurance company assets to GDP (%),1
"Intentional homicides (per 100,000 people)",1
"Interest arrears, official creditors (current US$)",1
"Interest arrears, private creditors (current US$)",1
"Interest arrears, public and publicly guaranteed (current US$)",1
"Interest due, total long-term and short term, including IMF per BOP (current US$)",1
Interest forgiven (current US$),1
Interest on domestic debt (current LCU),1
Interest on external debt (current LCU),1
Interest payments (% of expense),1
Interest payments (% of revenue),1
Interest payments (current LCU),1
"Interest payments on external debt (% of exports of goods, services and income)",1
"Interest payments on external debt (% of exports of goods, services and primary income)",1
Interest payments on external debt (% of GNI),1
"Interest payments on external debt, long-term (INT, current US$)",1
"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",1
"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",1
"Interest payments on external debt, short-term (INT, current US$)",1
"Interest payments on external debt, total (INT, current US$)",1
"Interest payments, Long-term debt including IMF credit (current US$)",1
"Interest payments, PPG and PNG Private creditors (current US$)",1
"Interest rate spread (lending rate minus deposit rate, %)",1
Interest Rates (10YR),1
Interest rescheduled (capitalized) (current US$),1
"Interest rescheduled, official (current US$)",1
"Interest rescheduled, private (current US$)",1
"Intermediate goods imports, manufactures (constant US$)",1
"Intermediate goods imports, manufactures (current US$)",1
"Intermediate goods imports, primary (constant US$)",1
"Intermediate goods imports, primary (current US$)",1
"Intermediate goods imports, total (constant US$)",1
"Intermediate goods imports, total (current US$)",1
"Internally displaced persons (number, high estimate)",1
"Internally displaced persons (number, low estimate)",1
International (or internationally mobile) students. Tertiary. % Female,1
International (or internationally mobile) students. Tertiary. Total,1
"International aid disbursed to basic education, ADB to Ethiopia (USD million)",1
"International aid disbursed to basic education, ADB to Laos (USD million)",1
"International aid disbursed to basic education, ADPP (European Union) to Guinea Bissau (USD million)",1
"International aid disbursed to basic education, ADPP (Humana People to People) to Guinea Bissau (USD million)",1
"International aid disbursed to basic education, ADPP (other donors) to Guinea Bissau (USD million)",1
"International aid disbursed to basic education, AFD and French Embassy to Cameroun (USD million)",1
"International aid disbursed to basic education, AFD and French Embassy to Guinea Bissau (USD million)",1
"International aid disbursed to basic education, AFD and French Embassy to Senegal (USD million)",1
"International aid disbursed to basic education, AFD to Burkina Faso (USD million)",1
"International aid disbursed to basic education, AFD to Djibouti (USD million)",1
"International aid disbursed to basic education, AFD to Guinea (USD million)",1
"International aid disbursed to basic education, AFD to Mauritania (USD million)",1
"International aid disbursed to basic education, AFD to Niger (USD million)",1
"International aid disbursed to basic education, AfDB to Cambodia (USD million)",1
"International aid disbursed to basic education, AfDB to Cameroun (USD million)",1
"International aid disbursed to basic education, AfDB to Côte d'Ivoire (USD million)",1
"International aid disbursed to basic education, AfDB to Djibouti (USD million)",1
"International aid disbursed to basic education, AfDB to Guinea (USD million)",1
"International aid disbursed to basic education, AfDB to Malawi (USD million)",1
"International aid disbursed to basic education, Aga Khan to Tajikistan (USD million)",1
"International aid disbursed to basic education, AUSAID to Cambodia (USD million)",1
"International aid disbursed to basic education, AusAID to Laos (USD million)",1
"International aid disbursed to basic education, BADEA to Côte d'Ivoire (USD million)",1
"International aid disbursed to basic education, BEI to Albania (USD million)",1
"International aid disbursed to basic education, Belgium (VLIR USO) to Ethiopia (USD million)",1
"International aid disbursed to basic education, Belgium to Cambodia (USD million)",1
"International aid disbursed to basic education, Belgium to Niger (USD million)",1
"International aid disbursed to basic education, CEIB to Albania (USD million)",1
"International aid disbursed to basic education, CIDA to Afghanistan (USD million)",1
"International aid disbursed to basic education, CIDA to Burkina Faso (USD million)",1
"International aid disbursed to basic education, CIDA to Malawi (USD million)",1
"International aid disbursed to basic education, CIDA to Senegal (USD million)",1
"International aid disbursed to basic education, CIDA to Vietnam (USD million)",1
"International aid disbursed to basic education, DANIDA to Afghanistan (USD million)",1
"International aid disbursed to basic education, Denmark to Burkina Faso (USD million)",1
"International aid disbursed to basic education, Denmark to Zambia (USD million)",1
"International aid disbursed to basic education, DFID to Djibouti (USD million)",1
"International aid disbursed to basic education, DFID to Ethiopia (USD million)",1
"International aid disbursed to basic education, DFID to Malawi (USD million)",1
"International aid disbursed to basic education, DFID to Niger (USD million)",1
"International aid disbursed to basic education, DFID to Rwanda (USD million)",1
"International aid disbursed to basic education, DFID to Sierra Leone (USD million)",1
"International aid disbursed to basic education, DFID to Vietnam (USD million)",1
"International aid disbursed to basic education, DVV international to Ethiopia (USD million)",1
"International aid disbursed to basic education, European Commission to Burkina Faso (USD million)",1
"International aid disbursed to basic education, European Commission to Cambodia (USD million)",1
"International aid disbursed to basic education, European Commission to Ethiopia (USD million)",1
"International aid disbursed to basic education, European Commission to Georgia (USD million)",1
"International aid disbursed to basic education, European Commission to Guinea Bissau (USD million)",1
"International aid disbursed to basic education, European Commission to Kyrgyzstan (USD million)",1
"International aid disbursed to basic education, European Commission to Laos (USD million)",1
"International aid disbursed to basic education, European Commission to Sierra Leone (USD million)",1
"International aid disbursed to basic education, European Commission to Tajikistan (USD million)",1
"International aid disbursed to basic education, Finland to Ethiopia (USD million)",1
"International aid disbursed to basic education, France to Afghanistan (USD million)",1
"International aid disbursed to basic education, French Embassy to Niger (USD million)",1
"International aid disbursed to basic education, FSD to Côte d'Ivoire (USD million)",1
"International aid disbursed to basic education, FSD to Djibouti (USD million)",1
"International aid disbursed to basic education, Germany (GIZ and KfW) to Laos (USD million)",1
"International aid disbursed to basic education, Germany to Afghanistan (USD million)",1
"International aid disbursed to basic education, GIZ to Guinea (USD million)",1
"International aid disbursed to basic education, GIZ to Kyrgyzstan (USD million)",1
"International aid disbursed to basic education, GIZ to Malawi (USD million)",1
"International aid disbursed to basic education, GIZ to Sierra Leone (USD million)",1
"International aid disbursed to basic education, GIZ to Tajikistan (USD million)",1
"International aid disbursed to basic education, GIZ/BMZ to Ethiopia (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education (CF and EPDF) to Tajikistan (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education to Cambodia (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education to Djibouti (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education to Guinea (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education to Laos (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education to Madagascar (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education to Malawi (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education to Rwanda (USD million)",1
"International aid disbursed to basic education, Global Partnership for Education to Senegal (USD million)",1
"International aid disbursed to basic education, GPE Catalytic Fund to Ethiopia (USD million)",1
"International aid disbursed to basic education, ILO to Zambia (USD million)",1
"International aid disbursed to basic education, IMOA to Djibouti (USD million)",1
"International aid disbursed to basic education, India to Afghanistan (USD million)",1
"International aid disbursed to basic education, International NGOs to Laos (USD million)",1
"International aid disbursed to basic education, Ireland to Zambia (USD million)",1
"International aid disbursed to basic education, IsDB to Côte d'Ivoire (USD million)",1
"International aid disbursed to basic education, IsDB to Djibouti (USD million)",1
"International aid disbursed to basic education, IsDB to Mauritania (USD million)",1
"International aid disbursed to basic education, Italian Cooperation to Ethiopia (USD million)",1
"International aid disbursed to basic education, Italy to Senegal (USD million)",1
"International aid disbursed to basic education, Japan (via UNICEF) to Guinea Bissau (USD million)",1
"International aid disbursed to basic education, Japan Government to Ethiopia (USD million)",1
"International aid disbursed to basic education, Japan to Cambodia (USD million)",1
"International aid disbursed to basic education, Japan to Niger (USD million)",1
"International aid disbursed to basic education, Japan to Zambia (USD million)",1
"International aid disbursed to basic education, Japan's MoFA to Afghanistan (USD million)",1
"International aid disbursed to basic education, JICA to Afghanistan (USD million)",1
"International aid disbursed to basic education, JICA to Burkina Faso (USD million)",1
"International aid disbursed to basic education, JICA to Cameroun (USD million)",1
"International aid disbursed to basic education, JICA to Djibouti (USD million)",1
"International aid disbursed to basic education, JICA to Ethiopia (USD million)",1
"International aid disbursed to basic education, JICA to Laos (USD million)",1
"International aid disbursed to basic education, JICA to Malawi (USD million)",1
"International aid disbursed to basic education, JICA to Sierra Leone (USD million)",1
"International aid disbursed to basic education, JICA to Vietnam (USD million)",1
"International aid disbursed to basic education, KfW to Côte d'Ivoire (USD million)",1
"International aid disbursed to basic education, KfW to Ethiopia (USD million)",1
"International aid disbursed to basic education, KfW to Guinea (USD million)",1
"International aid disbursed to basic education, KfW to Malawi (USD million)",1
"International aid disbursed to basic education, KfW to Niger (USD million)",1
"International aid disbursed to basic education, Luxembourg to Niger (USD million)",1
"International aid disbursed to basic education, Netherlands to Afghanistan (USD million)",1
"International aid disbursed to basic education, Netherlands to Burkina Faso (USD million)",1
"International aid disbursed to basic education, Netherlands to Ethiopia (USD million)",1
"International aid disbursed to basic education, Netherlands to Zambia (USD million)",1
"International aid disbursed to basic education, New Zealand to Afghanistan (USD million)",1
"International aid disbursed to basic education, Open Society Foundations to Tajikistan (USD million)",1
"International aid disbursed to basic education, Portuguese Cooperation to Guinea Bissau (USD million)",1
"International aid disbursed to basic education, Sida to Afghanistan (USD million)",1
"International aid disbursed to basic education, Sida to Ethiopia (USD million)",1
"International aid disbursed to basic education, Sida to Sierra Leone (USD million)",1
"International aid disbursed to basic education, Spanish Cooperation to Mauritania (USD million)",1
"International aid disbursed to basic education, Sweden to Cambodia (USD million)",1
"International aid disbursed to basic education, Switzerland to Burkina Faso (USD million)",1
"International aid disbursed to basic education, Switzerland to Niger (USD million)",1
"International aid disbursed to basic education, UNESCO to Afghanistan (USD million)",1
"International aid disbursed to basic education, UNESCO to Cambodia (USD million)",1
"International aid disbursed to basic education, UNESCO to Cameroun (USD million)",1
"International aid disbursed to basic education, UNESCO to Laos (USD million)",1
"International aid disbursed to basic education, UNESCO to Mauritania (USD million)",1
"International aid disbursed to basic education, UNESCO to Vietnam (USD million)",1
"International aid disbursed to basic education, UNICEF (excluding Japan funds) to Guinea Bissau (USD million)",1
"International aid disbursed to basic education, UNICEF to Burkina Faso (USD million)",1
"International aid disbursed to basic education, UNICEF to Cambodia (USD million)",1
"International aid disbursed to basic education, UNICEF to Cameroun (USD million)",1
"International aid disbursed to basic education, UNICEF to Côte d'Ivoire (USD million)",1
"International aid disbursed to basic education, UNICEF to Djibouti (USD million)",1
"International aid disbursed to basic education, UNICEF to Ethiopia (USD million)",1
"International aid disbursed to basic education, UNICEF to Georgia (USD million)",1
"International aid disbursed to basic education, UNICEF to Guinea (USD million)",1
"International aid disbursed to basic education, UNICEF to Kyrgyzstan (USD million)",1
"International aid disbursed to basic education, UNICEF to Laos (USD million)",1
"International aid disbursed to basic education, UNICEF to Liberia (USD million)",1
"International aid disbursed to basic education, UNICEF to Malawi (USD million)",1
"International aid disbursed to basic education, UNICEF to Mauritania (USD million)",1
"International aid disbursed to basic education, UNICEF to Moldova (USD million)",1
"International aid disbursed to basic education, UNICEF to Niger (USD million)",1
"International aid disbursed to basic education, UNICEF to Rwanda (USD million)",1
"International aid disbursed to basic education, UNICEF to Senegal (USD million)",1
"International aid disbursed to basic education, UNICEF to Sierra Leone (USD million)",1
"International aid disbursed to basic education, UNICEF to Tajikistan (USD million)",1
"International aid disbursed to basic education, UNICEF to Vietnam (USD million)",1
"International aid disbursed to basic education, UNICEF to Zambia (USD million)",1
"International aid disbursed to basic education, USAID to Afghanistan (USD million)",1
"International aid disbursed to basic education, USAID to Côte d'Ivoire (USD million)",1
"International aid disbursed to basic education, USAID to Djibouti (USD million)",1
"International aid disbursed to basic education, USAID to Ethiopia (USD million)",1
"International aid disbursed to basic education, USAID to Georgia (USD million)",1
"International aid disbursed to basic education, USAID to Liberia (USD million)",1
"International aid disbursed to basic education, USAID to Malawi (USD million)",1
"International aid disbursed to basic education, USAID to Rwanda (USD million)",1
"International aid disbursed to basic education, USAID to Senegal (USD million)",1
"International aid disbursed to basic education, USAID to Tajikistan (USD million)",1
"International aid disbursed to basic education, USAID to Vietnam (USD million)",1
"International aid disbursed to basic education, USAID to Zambia (USD million)",1
"International aid disbursed to basic education, WFP to Cambodia (USD million)",1
"International aid disbursed to basic education, WFP to Djibouti (USD million)",1
"International aid disbursed to basic education, WFP to Ethiopia (USD million)",1
"International aid disbursed to basic education, WFP to Laos (USD million)",1
"International aid disbursed to basic education, WFP to Malawi (USD million)",1
"International aid disbursed to basic education, WFP to Mauritania (USD million)",1
"International aid disbursed to basic education, WFP to Niger (USD million)",1
"International aid disbursed to basic education, WFP to Sierra Leone (USD million)",1
"International aid disbursed to basic education, WFP to Tajikistan (USD million)",1
"International aid disbursed to basic education, World Bank (IDA) to Djibouti (USD million)",1
"International aid disbursed to basic education, World Bank (including the Global Partnership for Education) to Sierra Leone (USD million)",1
"International aid disbursed to basic education, World Bank to Afghanistan (USD million)",1
"International aid disbursed to basic education, World Bank to Albania (USD million)",1
"International aid disbursed to basic education, World Bank to Cambodia (USD million)",1
"International aid disbursed to basic education, World Bank to Cameroun (USD million)",1
"International aid disbursed to basic education, World Bank to Côte d'Ivoire (USD million)",1
"International aid disbursed to basic education, World Bank to Djibouti (USD million)",1
"International aid disbursed to basic education, World Bank to Ethiopia (USD million)",1
"International aid disbursed to basic education, World Bank to Georgia (USD million)",1
"International aid disbursed to basic education, World Bank to Guinea (USD million)",1
"International aid disbursed to basic education, World Bank to Kyrgyzstan (USD million)",1
"International aid disbursed to basic education, World Bank to Laos (USD million)",1
"International aid disbursed to basic education, World Bank to Liberia (USD million)",1
"International aid disbursed to basic education, World Bank to Malawi (USD million)",1
"International aid disbursed to basic education, World Bank to Moldova (USD million)",1
"International aid disbursed to basic education, World Bank to Rwanda (USD million)",1
"International aid disbursed to basic education, World Bank to Tajikistan (USD million)",1
"International aid disbursed to basic education, World Bank to Vietnam (USD million)",1
International aid disbursed to total education from the Global Partnership for Education (via UNICEF and WB) to Madagascar (USD million),1
International aid disbursed to total education from WFP to Sierra Leone (USD million),1
"International aid disbursed to total education, ADB to Ethiopia (USD million)",1
"International aid disbursed to total education, ADB to Laos (USD million)",1
"International aid disbursed to total education, ADPP (European Union) to Guinea Bissau (USD million)",1
"International aid disbursed to total education, ADPP (Humana People to People) to Guinea Bissau (USD million)",1
"International aid disbursed to total education, ADPP (other donors) to Guinea Bissau (USD million)",1
"International aid disbursed to total education, AFD and French Embassy to Cameroun (USD million)",1
"International aid disbursed to total education, AFD and French Embassy to Guinea Bissau (USD million)",1
"International aid disbursed to total education, AFD and French Embassy to Senegal (USD million)",1
"International aid disbursed to total education, AFD to Burkina Faso (USD million)",1
"International aid disbursed to total education, AFD to Djibouti (USD million)",1
"International aid disbursed to total education, AFD to Guinea (USD million)",1
"International aid disbursed to total education, AFD to Mauritania (USD million)",1
"International aid disbursed to total education, AFD to Niger (USD million)",1
"International aid disbursed to total education, AfDB to Cambodia (USD million)",1
"International aid disbursed to total education, AfDB to Cameroun (USD million)",1
"International aid disbursed to total education, AfDB to Côte d'Ivoire (USD million)",1
"International aid disbursed to total education, AfDB to Djibouti (USD million)",1
"International aid disbursed to total education, AfDB to Guinea (USD million)",1
"International aid disbursed to total education, AfDB to Malawi (USD million)",1
"International aid disbursed to total education, Aga Khan to Tajikistan (USD million)",1
"International aid disbursed to total education, AusAID (World Bank) to Timor-Leste (USD million)",1
"International aid disbursed to total education, AusAID and ChildFund Australia to Tajikistan (USD million)",1
"International aid disbursed to total education, AusAID to Laos (USD million)",1
"International aid disbursed to total education, Australia to Timor-Leste (USD million)",1
"International aid disbursed to total education, BADEA to Côte d'Ivoire (USD million)",1
"International aid disbursed to total education, BEI to Albania (USD million)",1
"International aid disbursed to total education, Belgium (VLIR USO) to Ethiopia (USD million)",1
"International aid disbursed to total education, Belgium to Cambodia (USD million)",1
"International aid disbursed to total education, Belgium to Niger (USD million)",1
"International aid disbursed to total education, Belgium to Vietnam (USD million)",1
"International aid disbursed to total education, Canada to Mozambique (USD million)",1
"International aid disbursed to total education, CEIB to Albania (USD million)",1
"International aid disbursed to total education, ChildFund NZAID and UNICEF to Timor-Leste (USD million)",1
"International aid disbursed to total education, CIDA to Afghanistan (USD million)",1
"International aid disbursed to total education, CIDA to Burkina Faso (USD million)",1
"International aid disbursed to total education, CIDA to Malawi (USD million)",1
"International aid disbursed to total education, CIDA to Senegal (USD million)",1
"International aid disbursed to total education, CIDA to Vietnam (USD million)",1
"International aid disbursed to total education, DANIDA to Afghanistan (USD million)",1
"International aid disbursed to total education, DANIDA to Mozambique (USD million)",1
"International aid disbursed to total education, Denmark to Burkina Faso (USD million)",1
"International aid disbursed to total education, Denmark to Zambia (USD million)",1
"International aid disbursed to total education, DFID to Djibouti (USD million)",1
"International aid disbursed to total education, DFID to Ethiopia (USD million)",1
"International aid disbursed to total education, DFID to Malawi (USD million)",1
"International aid disbursed to total education, DFID to Mozambique (USD million)",1
"International aid disbursed to total education, DFID to Niger (USD million)",1
"International aid disbursed to total education, DFID to Rwanda (USD million)",1
"International aid disbursed to total education, DFID to Sierra Leone (USD million)",1
"International aid disbursed to total education, DFID to Vietnam (USD million)",1
"International aid disbursed to total education, DVV international to Ethiopia (USD million)",1
"International aid disbursed to total education, European Commission to Burkina Faso (USD million)",1
"International aid disbursed to total education, European Commission to Cambodia (USD million)",1
"International aid disbursed to total education, European Commission to Ethiopia (USD million)",1
"International aid disbursed to total education, European Commission to Georgia (USD million)",1
"International aid disbursed to total education, European Commission to Guinea Bissau (USD million)",1
"International aid disbursed to total education, European Commission to Kyrgyzstan (USD million)",1
"International aid disbursed to total education, European Commission to Laos (USD million)",1
"International aid disbursed to total education, European Commission to Sierra Leone (USD million)",1
"International aid disbursed to total education, European Commission to Tajikistan (USD million)",1
"International aid disbursed to total education, Finland to Ethiopia (USD million)",1
"International aid disbursed to total education, Finland to Mozambique (USD million)",1
"International aid disbursed to total education, Flanders to Mozambique (USD million)",1
"International aid disbursed to total education, France to Afghanistan (USD million)",1
"International aid disbursed to total education, French Embassy to Niger (USD million)",1
"International aid disbursed to total education, FSD to Côte d'Ivoire (USD million)",1
"International aid disbursed to total education, FSD to Djibouti (USD million)",1
"International aid disbursed to total education, Germany (GIZ and KfW) to Laos (USD million)",1
"International aid disbursed to total education, Germany (GIZ and KfW) to Mozambique (USD million)",1
"International aid disbursed to total education, Germany to Afghanistan (USD million)",1
"International aid disbursed to total education, GIZ to Guinea (USD million)",1
"International aid disbursed to total education, GIZ to Kyrgyzstan (USD million)",1
"International aid disbursed to total education, GIZ to Malawi (USD million)",1
"International aid disbursed to total education, GIZ to Sierra Leone (USD million)",1
"International aid disbursed to total education, GIZ to Tajikistan (USD million)",1
"International aid disbursed to total education, GIZ/BMZ to Ethiopia (USD million)",1
"International aid disbursed to total education, Global Partnership for Education (CF and EPDF) to Tajikistan (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Cambodia (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Central African Republic (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Central African Republic (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Djibouti (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Guinea (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Laos (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Malawi (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Rwanda (USD million)",1
"International aid disbursed to total education, Global Partnership for Education to Senegal (USD million)",1
"International aid disbursed to total education, GPE Catalytic Fund to Ethiopia (USD million)",1
"International aid disbursed to total education, GPE to Mozambique (USD million)",1
"International aid disbursed to total education, ILO to Zambia (USD million)",1
"International aid disbursed to total education, IMOA to Djibouti (USD million)",1
"International aid disbursed to total education, India to Afghanistan (USD million)",1
"International aid disbursed to total education, International NGOs to Laos (USD million)",1
"International aid disbursed to total education, Ireland to Mozambique (USD million)",1
"International aid disbursed to total education, Ireland to Zambia (USD million)",1
"International aid disbursed to total education, IsDB to Côte d'Ivoire (USD million)",1
"International aid disbursed to total education, IsDB to Djibouti (USD million)",1
"International aid disbursed to total education, IsDB to Mauritania (USD million)",1
"International aid disbursed to total education, Italian Cooperation to Ethiopia (USD million)",1
"International aid disbursed to total education, Italy to Mozambique (USD million)",1
"International aid disbursed to total education, Italy to Senegal (USD million)",1
"International aid disbursed to total education, Japan (via UNICEF) to Guinea Bissau (USD million)",1
"International aid disbursed to total education, Japan Government to Ethiopia (USD million)",1
"International aid disbursed to total education, Japan to Cambodia (USD million)",1
"International aid disbursed to total education, Japan to Mozambique (USD million)",1
"International aid disbursed to total education, Japan to Niger (USD million)",1
"International aid disbursed to total education, Japan to Timor-Leste (USD million)",1
"International aid disbursed to total education, Japan to Zambia (USD million)",1
"International aid disbursed to total education, Japan's MoFA to Afghanistan (USD million)",1
"International aid disbursed to total education, JICA to Afghanistan (USD million)",1
"International aid disbursed to total education, JICA to Burkina Faso (USD million)",1
"International aid disbursed to total education, JICA to Cameroun (USD million)",1
"International aid disbursed to total education, JICA to Djibouti (USD million)",1
"International aid disbursed to total education, JICA to Ethiopia (USD million)",1
"International aid disbursed to total education, JICA to Laos (USD million)",1
"International aid disbursed to total education, JICA to Malawi (USD million)",1
"International aid disbursed to total education, JICA to Sierra Leone (USD million)",1
"International aid disbursed to total education, JICA to Vietnam (USD million)",1
"International aid disbursed to total education, KfW to Côte d'Ivoire (USD million)",1
"International aid disbursed to total education, KfW to Ethiopia (USD million)",1
"International aid disbursed to total education, KfW to Guinea (USD million)",1
"International aid disbursed to total education, KfW to Malawi (USD million)",1
"International aid disbursed to total education, KfW to Niger (USD million)",1
"International aid disbursed to total education, Luxembourg to Niger (USD million)",1
"International aid disbursed to total education, Netherlands to Afghanistan (USD million)",1
"International aid disbursed to total education, Netherlands to Burkina Faso (USD million)",1
"International aid disbursed to total education, Netherlands to Ethiopia (USD million)",1
"International aid disbursed to total education, Netherlands to Mozambique (USD million)",1
"International aid disbursed to total education, Netherlands to Zambia (USD million)",1
"International aid disbursed to total education, New Zealand to Afghanistan (USD million)",1
"International aid disbursed to total education, New Zealand to Timor-Leste (USD million)",1
"International aid disbursed to total education, Open Society Foundations to Tajikistan (USD million)",1
"International aid disbursed to total education, Portugal to Mozambique (USD million)",1
"International aid disbursed to total education, Portugal to Timor-Leste (USD million)",1
"International aid disbursed to total education, Portuguese Cooperation to Guinea Bissau (USD million)",1
"International aid disbursed to total education, private donors to Timor-Leste (USD million)",1
"International aid disbursed to total education, Sida to Afghanistan (USD million)",1
"International aid disbursed to total education, Sida to Ethiopia (USD million)",1
"International aid disbursed to total education, Sida to Sierra Leone (USD million)",1
"International aid disbursed to total education, South Korea to Timor-Leste (USD million)",1
"International aid disbursed to total education, Spain to Mozambique (USD million)",1
"International aid disbursed to total education, Spanish Cooperation to Mauritania (USD million)",1
"International aid disbursed to total education, Sweden to Cambodia (USD million)",1
"International aid disbursed to total education, Switzerland to Burkina Faso (USD million)",1
"International aid disbursed to total education, Switzerland to Niger (USD million)",1
"International aid disbursed to total education, UNESCO to Afghanistan (USD million)",1
"International aid disbursed to total education, UNESCO to Cambodia (USD million)",1
"International aid disbursed to total education, UNESCO to Cameroun (USD million)",1
"International aid disbursed to total education, UNESCO to Laos (USD million)",1
"International aid disbursed to total education, UNESCO to Mauritania (USD million)",1
